stock_code,stock_name,market,dividend_date,dividend_amount,buy_price,ex_price,price_change_pct,dividend_yield_pct,total_return_pct,is_profitable
601288,农业银行,沪市,2025-07-17,1.255,5.44,6.04,11.03,23.07,34.1,True
601288,农业银行,沪市,2025-01-08,1.164,4.73,5.0,5.71,24.61,30.32,True
601288,农业银行,沪市,2024-06-07,2.309,3.96,4.02,1.52,58.31,59.82,True
601288,农业银行,沪市,2023-07-18,2.222,3.01,3.04,1.0,73.82,74.82,True
601398,工商银行,沪市,2026-05-13,1.689,7.37,7.46,1.22,22.92,24.14,True
601398,工商银行,沪市,2025-12-15,1.414,8.1,7.81,-3.58,17.46,13.88,True
601398,工商银行,沪市,2025-07-14,1.646,6.82,7.7,12.9,24.13,37.04,True
601398,工商银行,沪市,2025-01-07,1.434,5.95,6.44,8.24,24.1,32.34,True
601398,工商银行,沪市,2024-07-16,3.064,4.92,5.55,12.8,62.28,75.08,True
601398,工商银行,沪市,2023-07-17,3.035,4.1,4.09,-0.24,74.02,73.78,True
601939,建设银行,沪市,2025-12-11,1.858,9.35,8.94,-4.39,19.87,15.49,True
601939,建设银行,沪市,2025-05-09,2.06,8.43,9.05,7.35,24.44,31.79,True
601939,建设银行,沪市,2025-01-10,1.97,7.69,8.1,5.33,25.62,30.95,True
601939,建设银行,沪市,2024-07-12,4.0,6.34,6.9,8.83,63.09,71.92,True
601939,建设银行,沪市,2023-07-14,3.89,5.29,5.29,0.0,73.53,73.53,True
600000,浦发银行,沪市,2025-07-16,4.1,12.21,13.48,10.4,33.58,43.98,True
600000,浦发银行,沪市,2024-07-18,3.21,7.57,8.51,12.42,42.4,54.82,True
600000,浦发银行,沪市,2023-07-21,3.2,6.51,6.67,2.46,49.16,51.61,True
601166,兴业银行,沪市,2026-02-06,5.65,20.62,18.85,-8.58,27.4,18.82,True
601166,兴业银行,沪市,2025-06-20,10.6,21.07,22.48,6.69,50.31,57.0,True
601166,兴业银行,沪市,2024-07-09,10.4,15.28,15.24,-0.26,68.06,67.8,True
601166,兴业银行,沪市,2023-06-19,11.88,13.82,13.77,-0.36,85.96,85.6,True
600016,民生银行,沪市,2025-09-16,1.36,4.55,4.13,-9.23,29.89,20.66,True
600016,民生银行,沪市,2025-07-14,0.62,4.57,5.2,13.79,13.57,27.35,True
600016,民生银行,沪市,2024-11-13,1.3,3.67,3.64,-0.82,35.42,34.6,True
600016,民生银行,沪市,2024-07-12,2.16,3.32,3.45,3.92,65.06,68.98,True
600016,民生银行,沪市,2023-06-26,2.14,3.22,3.21,-0.31,66.46,66.15,True
601328,交通银行,沪市,2025-12-25,1.563,7.56,7.2,-4.76,20.67,15.91,True
601328,交通银行,沪市,2025-04-18,1.97,6.97,7.41,6.31,28.26,34.58,True
601328,交通银行,沪市,2025-01-24,1.82,7.2,6.84,-5.0,25.28,20.28,True
601328,交通银行,沪市,2024-07-10,3.75,6.52,6.87,5.37,57.52,62.88,True
601328,交通银行,沪市,2023-07-12,3.73,4.88,4.81,-1.43,76.43,75.0,True
600030,中信证券,沪市,2026-02-09,2.9,28.28,28.06,-0.78,10.25,9.48,True
600030,中信证券,沪市,2025-08-25,2.8,29.14,31.81,9.16,9.61,18.77,True
600030,中信证券,沪市,2024-12-20,2.4,30.89,29.77,-3.63,7.77,4.14,True
600030,中信证券,沪市,2024-08-26,4.75,18.28,17.97,-1.7,25.98,24.29,True
600030,中信证券,沪市,2023-08-25,4.9,20.24,22.24,9.88,24.21,34.09,True
601688,华泰证券,沪市,2025-12-12,1.5,22.15,22.16,0.05,6.77,6.82,True
601688,华泰证券,沪市,2025-08-15,3.7,17.69,21.6,22.1,20.92,43.02,True
601688,华泰证券,沪市,2024-10-25,1.5,13.63,16.75,22.89,11.01,33.9,True
601688,华泰证券,沪市,2024-08-16,4.3,11.78,12.09,2.63,36.5,39.13,True
601688,华泰证券,沪市,2023-08-11,4.5,12.85,15.91,23.81,35.02,58.83,True
600009,上海机场,沪市,2025-10-16,2.1,31.85,31.6,-0.78,6.59,5.81,True
600009,上海机场,沪市,2025-08-08,3.0,31.19,31.7,1.64,9.62,11.25,True
600009,上海机场,沪市,2024-09-09,1.0034,33.36,31.25,-6.32,3.01,-3.32,False
600009,上海机场,沪市,2024-07-19,1.2,33.0,34.95,5.91,3.64,9.55,True
600104,上汽集团,沪市,2025-07-31,0.88,15.88,17.18,8.19,5.54,13.73,True
600104,上汽集团,沪市,2024-08-16,3.7044,14.34,13.02,-9.21,25.83,16.63,True
600104,上汽集团,沪市,2023-07-19,3.371,13.38,13.82,3.29,25.19,28.48,True
600900,长江电力,沪市,2026-02-12,2.1,27.14,26.12,-3.76,7.74,3.98,True
600900,长江电力,沪市,2025-07-18,7.33,29.73,29.27,-1.55,24.66,23.11,True
600900,长江电力,沪市,2025-01-24,2.1,28.62,27.3,-4.61,7.34,2.73,True
600900,长江电力,沪市,2024-07-19,8.2,26.24,29.38,11.97,31.25,43.22,True
600900,长江电力,沪市,2023-07-21,8.533,19.92,20.21,1.46,42.84,44.29,True
601888,中国中免,沪市,2025-12-16,2.5,88.0,80.1,-8.98,2.84,-6.14,False
601888,中国中免,沪市,2025-06-20,10.5,60.64,59.99,-1.07,17.32,16.24,True
601888,中国中免,沪市,2024-06-14,16.5,70.26,67.87,-3.4,23.48,20.08,True
601888,中国中免,沪市,2023-07-21,8.0,116.05,108.81,-6.24,6.89,0.65,True
600585,海螺水泥,沪市,2025-09-30,2.4,24.1,23.22,-3.65,9.96,6.31,True
600585,海螺水泥,沪市,2025-06-27,7.1,22.13,21.22,-4.11,32.08,27.97,True
600585,海螺水泥,沪市,2024-06-24,9.6,22.5,22.17,-1.47,42.67,41.2,True
600585,海螺水泥,沪市,2023-06-20,14.8,22.92,22.38,-2.36,64.57,62.22,True
601012,隆基绿能,沪市,2024-07-15,1.7,16.52,13.89,-15.92,10.29,-5.63,False
601012,隆基绿能,沪市,2023-06-19,4.0,32.13,28.63,-10.89,12.45,1.56,True
600690,海尔智家,沪市,2025-11-07,2.692,25.08,26.6,6.06,10.73,16.79,True
600690,海尔智家,沪市,2025-07-25,9.6504,23.82,25.57,7.35,40.51,47.86,True
600690,海尔智家,沪市,2024-08-16,8.0131,24.67,23.16,-6.12,32.48,26.36,True
600690,海尔智家,沪市,2023-08-25,5.6692,21.57,20.9,-3.11,26.28,23.18,True
601669,中国电建,沪市,2025-07-18,1.2695,4.7,5.08,8.09,27.01,35.1,True
601669,中国电建,沪市,2024-07-19,1.3649,5.29,5.24,-0.95,25.8,24.86,True
601669,中国电建,沪市,2023-07-11,1.2007,5.35,5.43,1.5,22.44,23.94,True
601186,中国铁建,沪市,2025-07-22,3.0,7.55,8.81,16.69,39.74,56.42,True
601186,中国铁建,沪市,2024-07-23,3.5,7.93,7.82,-1.39,44.14,42.75,True
601186,中国铁建,沪市,2023-08-02,2.8,9.21,9.71,5.43,30.4,35.83,True
601668,中国建筑,沪市,2025-07-17,2.715,5.49,5.82,6.01,49.45,55.46,True
601668,中国建筑,沪市,2024-06-27,2.7145,5.16,5.02,-2.71,52.61,49.89,True
601668,中国建筑,沪市,2023-06-30,2.527,5.13,5.21,1.56,49.26,50.82,True
601628,中国人寿,沪市,2025-10-17,2.38,39.02,40.81,4.59,6.1,10.69,True
601628,中国人寿,沪市,2025-07-10,4.5,38.8,39.78,2.53,11.6,14.12,True
601628,中国人寿,沪市,2024-11-13,2.0,43.08,44.43,3.13,4.64,7.78,True
601628,中国人寿,沪市,2024-07-11,4.3,29.81,30.2,1.31,14.42,15.73,True
601628,中国人寿,沪市,2023-07-13,4.9,36.1,32.53,-9.89,13.57,3.68,True
601088,中国神华,沪市,2025-11-10,9.8,38.88,43.15,10.98,25.21,36.19,True
601088,中国神华,沪市,2025-07-07,22.6,36.53,36.86,0.9,61.87,62.77,True
601088,中国神华,沪市,2024-07-08,22.6,38.74,40.07,3.43,58.34,61.77,True
601088,中国神华,沪市,2023-07-05,25.5,23.01,25.32,10.04,110.82,120.86,True
601857,中国石油,沪市,2025-09-17,2.2,8.36,8.46,1.2,26.32,27.51,True
601857,中国石油,沪市,2025-06-25,2.5,7.76,8.47,9.15,32.22,41.37,True
601857,中国石油,沪市,2024-09-19,2.2,8.19,7.44,-9.16,26.86,17.7,True
601857,中国石油,沪市,2024-06-26,2.3,9.22,8.94,-3.04,24.95,21.91,True
601857,中国石油,沪市,2023-09-20,2.1,6.64,7.31,10.09,31.63,41.72,True
601857,中国石油,沪市,2023-06-28,2.2,6.5,6.62,1.85,33.85,35.69,True
600050,中国联通,沪市,2025-10-24,1.112,5.37,5.43,1.12,20.71,21.82,True
600050,中国联通,沪市,2025-06-27,0.621,5.16,5.2,0.78,12.03,12.81,True
600050,中国联通,沪市,2024-10-30,0.959,5.09,4.85,-4.72,18.84,14.13,True
600050,中国联通,沪市,2024-07-19,0.524,4.3,4.56,6.05,12.19,18.23,True
600050,中国联通,沪市,2023-12-08,0.796,4.16,4.08,-1.92,19.13,17.21,True
600050,中国联通,沪市,2023-07-07,0.427,4.68,4.33,-7.48,9.12,1.65,True
601800,中国交建,沪市,2026-01-09,1.178,8.42,8.29,-1.54,13.99,12.45,True
601800,中国交建,沪市,2025-07-01,1.6161,8.51,8.58,0.82,18.99,19.81,True
601800,中国交建,沪市,2025-01-22,1.4005,10.17,8.97,-11.8,13.77,1.97,True
601800,中国交建,沪市,2024-07-10,2.9256,8.37,7.79,-6.93,34.95,28.02,True
601800,中国交建,沪市,2023-07-18,2.1707,10.07,9.91,-1.59,21.56,19.97,True
601898,中煤能源,沪市,2025-10-22,1.66,11.42,13.14,15.06,14.54,29.6,True
601898,中煤能源,沪市,2025-08-27,2.58,11.55,11.34,-1.82,22.34,20.52,True
601898,中煤能源,沪市,2024-10-23,2.21,12.59,12.79,1.59,17.55,19.14,True
601898,中煤能源,沪市,2024-08-20,4.42,10.93,12.09,10.61,40.44,51.05,True
601898,中煤能源,沪市,2023-07-26,4.13,6.92,7.68,10.98,59.68,70.66,True
601390,中国中铁,沪市,2025-12-23,0.82,5.35,5.4,0.93,15.33,16.26,True
601390,中国中铁,沪市,2025-07-18,1.78,5.24,5.55,5.92,33.97,39.89,True
601390,中国中铁,沪市,2024-07-26,2.1,5.94,5.84,-1.68,35.35,33.67,True
601390,中国中铁,沪市,2023-07-28,2.0,6.77,7.05,4.14,29.54,33.68,True
601766,中国中车,沪市,2025-11-20,1.1,7.81,7.45,-4.61,14.08,9.48,True
601766,中国中车,沪市,2025-08-14,2.1,7.19,7.2,0.14,29.21,29.35,True
601766,中国中车,沪市,2024-08-14,2.0,7.16,7.11,-0.7,27.93,27.23,True
601766,中国中车,沪市,2023-08-11,2.0,5.84,5.88,0.68,34.25,34.93,True
600019,宝钢股份,沪市,2025-09-24,1.2,7.14,6.86,-3.92,16.81,12.89,True
600019,宝钢股份,沪市,2025-06-11,1.0,6.69,6.59,-1.49,14.95,13.45,True
600019,宝钢股份,沪市,2024-09-25,1.1,5.72,5.98,4.55,19.23,23.78,True
600019,宝钢股份,沪市,2024-06-13,2.0,6.42,6.33,-1.4,31.15,29.75,True
600019,宝钢股份,沪市,2023-10-16,1.1,5.64,5.45,-3.37,19.5,16.13,True
600019,宝钢股份,沪市,2023-06-14,1.0,5.72,5.2,-9.09,17.48,8.39,True
600023,浙能电力,沪市,2025-10-17,0.5,5.05,5.18,2.57,9.9,12.48,True
600023,浙能电力,沪市,2025-07-09,2.9,5.04,5.17,2.58,57.54,60.12,True
600023,浙能电力,沪市,2024-07-09,2.5,6.27,7.17,14.35,39.87,54.23,True
600795,国电电力,沪市,2025-10-29,1.0,4.9,5.35,9.18,20.41,29.59,True
600795,国电电力,沪市,2025-07-10,1.1,4.42,4.66,5.43,24.89,30.32,True
600795,国电电力,沪市,2024-10-31,0.9,5.15,4.64,-9.9,17.48,7.57,True
600795,国电电力,沪市,2024-07-05,0.7,5.31,5.59,5.27,13.18,18.46,True
600795,国电电力,沪市,2023-10-24,0.5,3.41,3.33,-2.35,14.66,12.32,True
600795,国电电力,沪市,2023-07-06,1.0,3.45,3.42,-0.87,28.99,28.12,True
601225,陕西煤业,沪市,2025-09-26,0.39,21.35,20.32,-4.82,1.83,-3.0,False
601225,陕西煤业,沪市,2025-06-25,11.36,19.57,19.26,-1.58,58.05,56.46,True
601225,陕西煤业,沪市,2025-01-17,1.03,23.64,20.7,-12.44,4.36,-8.08,False
601225,陕西煤业,沪市,2024-10-23,1.09,22.39,23.55,5.18,4.87,10.05,True
601225,陕西煤业,沪市,2024-06-28,13.15,23.35,24.09,3.17,56.32,59.49,True
601225,陕西煤业,沪市,2023-07-12,21.8,14.13,14.94,5.73,154.28,160.01,True
600031,三一重工,沪市,2025-10-15,3.1,20.38,23.46,15.11,15.21,30.32,True
600031,三一重工,沪市,2025-06-11,3.6,19.34,17.67,-8.63,18.61,9.98,True
600031,三一重工,沪市,2024-06-21,2.2,16.15,15.42,-4.52,13.62,9.1,True
600031,三一重工,沪市,2023-05-31,1.6,15.56,14.0,-10.03,10.28,0.26,True
600048,保利发展,沪市,2025-08-20,1.7,7.88,7.87,-0.13,21.57,21.45,True
600048,保利发展,沪市,2024-07-30,4.1,8.17,8.15,-0.24,50.18,49.94,True
600048,保利发展,沪市,2023-06-09,4.5,13.07,12.49,-4.44,34.43,29.99,True
600089,特变电工,沪市,2025-07-10,2.5,11.39,12.2,7.11,21.95,29.06,True
600089,特变电工,沪市,2024-07-04,2.0,14.52,13.23,-8.88,13.77,4.89,True
600089,特变电工,沪市,2023-07-18,11.2,15.86,16.01,0.95,70.62,71.56,True
600004,白云机场,沪市,2025-06-27,1.57,9.5,9.14,-3.79,16.53,12.74,True
600004,白云机场,沪市,2024-08-09,0.747,9.33,9.22,-1.18,8.01,6.83,True
600011,华能国际,沪市,2025-07-10,2.7,7.04,7.11,0.99,38.35,39.35,True
600011,华能国际,沪市,2024-07-11,2.0,8.7,8.64,-0.69,22.99,22.3,True
600028,中国石化,沪市,2025-09-12,0.88,5.63,5.53,-1.78,15.63,13.85,True
